postcode,latitude,longitude,suburbs
3820,-38.207476,145.922212,"Bona Vista, Lillico, Warragul"
3821,-37.919937,145.945214,"Brandy Creek, Bravington, Buln Buln, Buln Buln East, Crossover, Ellinbank, Ferndale, Lardner, Nayook, Neerim Junction, Neerim North, Nilma, Nilma North, Rokeby, Seaview, Shady Creek, Tetoora Road, Torwood, Warragul South, Warragul West"
3822,-38.194379,145.989901,"Cloverlea, Darnum, Gainsborough"
3823,-38.210382,146.065656,"Allambee, Yarragon, Yarragon South"
3824,-38.245649,146.16397,"Childers, Narracan, Thorpdale South, Trafalgar, Trafalgar East, Trafalgar South"
3825,-37.978862,146.342932,"Aberfeldy, Amor, Boola, Caringal, Coalville, Coopers Creek, Erica, Fumina, Fumina South, Hernes Oak, Hill End, Jacob Creek, Jericho, Moe, Moe South, Moondarra, Newborough, Newborough East, Rawson, Tanjil, Tanjil South, Thalloo, Thaloo, Thomson, Toombon, Walhalla, Walhalla East, Westbury, Willow Grove, Yallourn, Yallourn North"
3831,-37.993258,146.013136,"Neerim, Neerim East, Neerim South"
3832,-37.919937,145.945214,"Nayook, Neerim Junction, Neerim North"
3833,-37.829347,146.077886,"Ada, Baw Baw, Baw Baw Village, Gentle Annie, Icy Creek, Loch Valley, Mt Baw Baw, Noojee, Piedmont, Tanjil Bren, Toorongo, Vesper"
3835,-38.290637,146.175271,Thorpdale
3840,-38.245215,146.424457,"Driffield, Hazelwood, Hazelwood North, Hazelwood South, Jeeralang, Jeeralang Junction, Maryvale, Mid Valley, Morwell, Morwell East, Morwell Upper"
3841,-37.5832,147.463,Gippsland Mc
3842,-38.315452,146.414358,Churchill
3844,-38.316869,146.607101,"Blackwarry, Callignee, Callignee North, Callignee South, Carrajung, Carrajung Lower, Carrajung South, Flynn, Flynns Creek, Koornalla, Loy Yang, Mount Tassie, Traralgon, Traralgon East, Traralgon South, Tyers, Willung South"
3847,-38.166213,146.772991,"Hiamdale, Nambrok, Rosedale, Willung, Willung South"
3850,-38.224191,147.106181,"Giffard, Guthridge, Sale, Sale North, Wurruk"
3851,-38.035548,147.084398,"Airly, Bundalaguah, Clydebank, Cobains, Darriman, Dutson, Dutson Downs, Flamingo Beach, Fulham, Giffard, Giffard West, Glomar Beach, Golden Beach, Kilmany, Lake Wellington, Loch Sport, Longford, Montgomery, Myrtlebank, Paradise Beach, Pearsondale, Seacombe, Seaspray, Somerton Park, Stradbroke, The Heart, The Honeysuckles"
3852,-38.106731,147.134356,"East Sale, East Sale Raaf, Sale East Raaf"
3853,-38.095569,146.059953,Sale
3854,-38.12413,146.596877,"Glengarry, Glengarry North, Glengarry West"
3856,-38.063907,146.672206,Toongabbie
3857,-38.018616,146.694894,Cowwarr
3858,-37.821756,146.576101,"Arbuckle, Billabong, Buragwonduc, Crookayan, Dawson, Denison, Gillum, Glen Falloch, Glenfalloch, Glenmaggie, Heyfield, Howitt Plains, Licola, Licola North, Reynard, Sargood, Seaton, Tamboritha, Winnindoo, Worrowing, Yangoura"
3859,-37.886136,146.848259,"Maffra West Upper, Mewburn Park, Newry, Tinamba, Tinamba West"
3860,-37.571707,146.805175,"Boisdale, Briagolong, Bushy Park, Coongulla, Koorool, Maffra, Monomak, Moroka, Nap Nap Marra, Nuntin, Riverslea, Toolome, Valencia Creek, Woolenook, Wrathung, Wrixon"
3862,-37.597551,147.228456,"Budgee Budgee, Castleburn, Cobbannah, Cowa, Crooked River, Dargo, Hawkhurst, Hollands Landing, Llowalong, Meerlieu, Miowera, Moornapa, Munro, Perry Bridge, Stockdale, Stratford, Waterford, Wongungarra"
3864,-37.860878,147.341513,"Fernbank, Glenaladale, The Fingerboard"
3865,-37.796743,147.455946,Lindenow
3869,-38.364689,146.359836,"Jumbuk, Yinnar, Yinnar South"
3870,-38.437946,146.319351,"Boolarra, Boolarra South, Budgeree, Budgeree East, Grand Ridge, Johnstones Hill, Mirboo East"
3871,-38.42207,146.158866,"Allambee Reserve, Allambee South, Baromi, Darlimurla, Delburn, Dollar, Limonite, Mirboo, Mirboo North, Tarwin East"
3873,-38.298267,146.708775,Gormandale
3874,-38.514438,146.836248,"Carrajung South, Cherrilong, Mcloughlins Beach, Woodside, Woodside Beach, Woodside North"
3875,-37.826032,147.63201,"Bairnsdale, Banksia Peninsula, Bengworden, Broadlands, Bullumwaal, Calulu, Clifton Creek, Deptford, East Bairnsdale, Eastwood, Ellaswood, Fairy Dell, Flaggy Creek, Forge Creek, Goon Nure, Granite Rock, Hillside, Hollands Landing, Iguana Creek, Lindenow South, Lucknow, Marthavale, Melwood, Merrijig, Mount Taylor, Newlands Arm, Ryans, Sarsfield, Tabberabbera, Walpa, Waterholes, Wentworth, Woodglen, Wuk Wuk, Wy Yung"
3878,-37.898544,147.680121,Eagle Point
3880,-37.914728,147.727389,"Boole Poole, Ocean Grange, Paynesville, Raymond Island"
3882,-37.812017,147.764385,Nicholson
3885,-37.291807,148.118511,"Brumby, Bruthen, Buchan, Buchan South, Butchers Ridge, Gelantipy, Mossiface, Murrindal, Suggan Buggan, Tambo Upper, Timbarra, W Tree, Wiseleigh, Wulgulmerang, Wulgulmerang East, Wulgulmerang West, Yalmy"
3886,-37.770977,148.426851,Newmerella
3887,-37.757895,148.116641,"Lake Tyers, Nowa Nowa, Wairewa"
3888,-37.39051,148.660943,"Bendoc, Bete Bolong, Bete Bolong North, Bonang, Brodribb River, Cabanandra, Cape Conran, Corringle, Deddick Valley, Delegate River, Delegate River East, Dellicknora, Goongerah, Haydens Bog, Jarrahmond, Lochend, Marlo, Martins Creek, Nurran, Omeo Valley, Orbost, Simpsons Creek, Tostaree, Tubbut, Waygara, Wombat Creek"
3889,-37.610841,148.873952,"Bell Bird Creek, Bellbird Creek, Bemm River, Cabbage Tree Creek, Club Terrace, Combienbar, Errinundra, Manorina"
3890,-37.566489,149.217216,"Buldah, Cann River, Chandlers Creek, Noorinbee, Noorinbee North, Tamboon, Tonghi Creek, Weeragua"
3891,-37.567684,149.538907,"Genoa, Gipsy Point, Maramingo Creek, Wallagaraugh, Wangarabell, Wingan River, Wroxham"
3892,-37.563775,149.909868,Mallacoota
3893,-37.495349,147.866067,"Double Bridges, Stirling, Tambo Crossing"
3895,-37.379331,147.887515,"Doctors Flat, Ensay, Ensay North, Reedy Creek, Reedy Flat"
3896,-37.264671,147.707962,"Bindi, Brookville, Nunniong, Swifts Creek, Tongio"
3898,-37.066169,147.464799,"Anglers Rest, Bingo, Bingo Munjie, Bundara, Cassilis, Cobungra, Dinner Plain, Glen Valley, Glen Wills, Hinnomunjie, Omeo, Omeo Valley, Shannonvale"
3900,-36.88053,147.826143,"Benambra, Cobberas, Uplands"
3902,-37.797042,147.814894,"Bumberrah, Johnsonville"
3903,-37.811303,147.867533,Swan Reach
3904,-37.881041,147.839367,Metung
3909,-37.821921,147.970237,"Kalimna, Kalimna West, Lake Bunga, Lake Tyers Beach, Lakes Entrance, Nungurner, Nyerimilang, Toorloo Arm"
3910,-38.156369,145.198328,Langwarrin
3911,-38.196908,145.169556,"Baxter, Langwarrin South"
3912,-38.217991,145.227373,"Pearcedale, Somerville"
3913,-38.262273,145.166426,Tyabb
3915,-38.305806,145.136622,"Hastings, Tuerong"
3916,-38.415199,145.050587,"Merricks, Point Leo, Shoreham"
3918,-38.339871,145.155546,Bittern
3919,-38.352327,145.199777,Crib Point
3920,-38.38752,145.19304,"Flinders Naval Depot, Hmas Cerberus"
3921,-38.419488,145.367079,"Elizabeth Island, French Island, Tankerton"
3922,-38.482182,145.231974,"Cowes, Silverleaves, Smiths Beach, Summerlands, Sunderland Bay, Sunset Strip, Surf Beach, Ventnor, Wimbledon Heights"
3923,-38.465552,145.293632,Rhyll
3925,-38.528213,145.379683,"Cape Woolamai, Churchill Island, Newhaven, San Remo"
3926,-38.355231,145.094502,"Balnarring, Balnarring Beach, Merricks Beach, Merricks North"
3927,-38.383368,145.153269,Somers
3928,-38.407828,144.975131,Main Ridge
3929,-38.460965,144.976673,Flinders
3930,-38.195017,145.093743,"Kunyung, Mount Eliza"
3931,-38.230038,145.049503,Mornington
3933,-38.261168,145.096992,Moorooduc
3934,-38.2783,145.031598,Mount Martha
3936,-38.326447,145.007626,"Arthurs Seat, Dromana, Safety Beach"
3937,-38.373694,145.01994,"Red Hill, Red Hill South"
3938,-38.354321,144.931834,Mccrae
3939,-38.42776,144.900413,"Boneo, Cape Schanck, Fingal, Rosebud, Rosebud Plaza"
3940,-38.383367,144.873115,"Capel Sound, Rosebud West"
3941,-38.396077,144.827203,"Rye, St Andrews Beach, Tootgarook"
3942,-38.367874,144.768301,Blairgowrie
3943,-38.345527,144.739101,Sorrento
3944,-38.321871,144.692708,Portsea
3945,-38.381582,145.697053,"Bellview, Jeetho, Krowera, Loch, Woodleigh"
3946,-38.448155,145.723537,Bena
3950,-38.435217,145.812945,"Kardella South, Korumburra, Korumburra South, Strzelecki, Whitelaw"
3951,-38.47372,145.798419,"Arawata, Fairbank, Jumbunna, Kardella, Kongwak, Moyarra, Outtrim, Ranceby"
3953,-38.460127,145.995174,"Berrys Creek, Boorool, Hallston, Koorooman, Leongatha, Leongatha North, Leongatha South, Mardan, Mount Eccles, Mount Eccles South, Nerrena, Ruby, Trida, Wild Dog Valley, Wooreen"
3954,-38.550379,145.937973,Koonwarra
3956,-38.597018,145.955341,"Dumbalk, Dumbalk North, Meeniyan, Middle Tarwin, Mirboo South, Tarwin, Tarwin Lower, Venus Bay, Walkerville, Walkerville North, Walkerville South"
3957,-38.589302,146.126718,"Grassy Spur, Stony Creek"
3958,-38.673841,145.987059,"Buffalo, Buffalo Creek"
3959,-38.734636,146.066529,"Fish Creek, Hoddle, Sandy Point, Waratah Bay, Waratah North"
3960,-39.140761,146.360412,"Bennison, Boolarong, Foster, Foster North, Gunyah, Mount Best, Rumbug, Shallow Inlet, Tidal River, Turtons Creek, Wilsons Promontory, Wonga, Woorarra West, Yanakie"
3962,-38.60357,146.359804,"Agnes, Christies, Grand Ridge, Toora, Toora North, Wonyip, Woorarra, Woorarra East"
3964,-38.685115,146.278804,Port Franklin
3965,-38.693437,146.472132,Port Welshpool
3966,-38.630568,146.436583,"Binginwarri, Hazel Park, Welshpool"
3967,-38.647562,146.507929,Hedley
3971,-38.631942,146.815723,"Alberton, Alberton West, Balook, Baromi, Calrossie, Devon North, Gelliondale, Hiawatha, Hunterston, Jack River, Langsborough, Macks Creek, Madalya, Manns Beach, Port Albert, Robertsons Beach, Snake Island, Staceys Bridge, Tarra Valley, Tarraville, Won Wron, Yarram"
3975,-38.05354,145.231114,"Lynbrook, Lyndhurst"
3976,-38.043995,145.264296,Hampton Park
3977,-38.135253,145.268888,"Botanic Ridge, Cannons Creek, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne South, Cranbourne West, Devon Meadows, Five Ways, Junction Village, Sandhurst, Skye"
3978,-38.135009,145.384606,"Cardinia, Clyde, Clyde North"
3979,-38.44818,145.591284,"Almurta, Glen Alvie, Kernot, Korrine"
3980,-38.204448,145.356937,"Blind Bight, Tooradin, Warneet"
3981,-38.207298,145.575,"Bayles, Catani, Dalmore, Heath Hill, Koo Wee Rup, Koo Wee Rup North, Yannathan"
3984,-38.312647,145.563979,"Adams Estate, Caldermeade, Corinella, Coronet Bay, Grantville, Jam Jerrup, Lang Lang, Lang Lang East, Monomeith, Pioneer Bay, Queensferry, Tenby Point, The Gurdies"
3987,-38.309048,145.689142,Nyora
3988,-38.313447,145.811863,"Mountain View, Poowong, Poowong East, Poowong North"
3990,-38.455399,145.501279,Glen Forbes
3991,-38.483041,145.466781,Bass
3992,-38.569135,145.534315,"Blackwood Forest, Dalyston, Ryanston, West Creek"
3995,-38.578071,145.630713,"Anderson, Archies Creek, Cape Paterson, Harmers Haven, Hicksborough, Kilcunda, Lance Creek, North Wonthaggi, Powlett River, South Dudley, St Clair, Wattle Bank, Wonthaggi, Woolamai"
3996,-38.629561,145.745609,"Inverloch, Pound Creek"
8001,-37.81443733,144.9825846,Melbourne
8002,-37.81443733,144.9825846,East Melbourne
8003,-37.8183,144.957,Collins Street East
8004,-36.5587997,145.4689942,St Kilda Road
8005,-37.824608,144.950858,World Trade Centre
8006,-37.8097006,144.9593062,Abeckett Street
8007,-37.8183,144.957,Collins Street West
8008,-37.844246,144.970161,St Kilda Road Central
8009,-37.817201,144.964531,Flinders Lane
8010,-38.185857,146.293728,Law Courts
8011,-37.8113144,144.9617461,Little Lonsdale Street
8012,-37.814719,144.948039,Docklands
8045,-37.81443733,144.9825846,Melbourne
8051,-37.81443733,144.9825846,Melbourne
8066,-37.81443733,144.9825846,Melbourne
8069,-37.81443733,144.9825846,Melbourne
8070,-37.81443733,144.9825846,Melbourne
8071,-37.81443733,144.9825846,Melbourne
8102,-37.81443733,144.9825846,Melbourne
8107,-37.81443733,144.9825846,Melbourne
8111,-37.81443733,144.9825846,Melbourne
8120,-37.81443733,144.9825846,Melbourne
8205,-37.81443733,144.9825846,Melbourne
8383,-37.81443733,144.9825846,Melbourne
8438,-37.79809941,144.8110787,Sunshine West
8511,-37.79809941,144.8110787,Sunshine West
8785,-38.016114,145.208504,"Dandenong, Dandenong South"
9999,-37.817403,144.956776,North Pole
