name,latitude,longitude,category
Calendonia Drive Walkway Reserve,-37.69025142538102,145.138885120419,park
Darebin Creek Crown Frontage - Banyule,-37.78193254096476,145.0374189341032,nature
Angela Close Reserve,-37.689551881887525,145.13818995081832,trail
Yulong Reserve,-37.69726322592238,145.06146019811968,active_sport
Darebin Creek Trail Reserve,-37.77872048042596,145.03574789149212,nature
Darebin Creek Floodplains - Banyule,-37.767907950083945,145.0316174404637,nature
Apollo Parkways Reserve,-37.69331045349603,145.10924555696602,park
Briar Valley Reserve,-37.708581997515516,145.12242225270427,park
Andrew Yandell Habitat Reserve,-37.698520936688425,145.11300931818903,nature
Anthony Beale Reserve,-37.69155142265552,145.12693669100634,active_sport
Sparks Reserve,-37.778798922342446,145.03768390078298,park
Remembrance Park,-37.75806703228333,145.05748507740552,park
Walking Trail - Banyule,-37.755197620945935,145.05903516568713,trail
Station Road Reserve,-37.7446168696215,145.0686024993389,park
Aminya Reserve,-37.71260658439643,145.0783244509674,park
N J Telfer Reserve,-37.70443535532031,145.06491445750248,active_sport
Luton Way Reserve,-37.696445709755736,145.06647387974746,park
Hakea Street Reserve,-37.69639783553269,145.08618588919117,park
Browns Nature Reserve,-37.69330041002851,145.12233877804982,nature
Milne Place Reserve,-37.6886339163875,145.137254370935,park
Moodie Street Reserve,-37.7143808763839,145.09711896400242,active_sport
Fernside Play Park,-37.70819209778253,145.12694837788618,park
Darebin Creek Reserve (Bell to Southern),-37.745010761453905,145.03527408651433,nature
Highview Crescent Reserve,-37.718700988395234,145.06866566185806,nature
Warrawee Park (3),-37.69668091871038,145.0727263676849,park
Loyola Reserve,-37.70370250012409,145.07510538878572,active_sport
Edmund Rice/Gundry Walkway Reserve,-37.69062665584382,145.07869766308903,trail
Binnak Park,-37.695319759750916,145.08143109490075,nature
Kalista Park,-37.69409019487336,145.0889964717864,park
St Marys Reserve,-37.70380377590811,145.09249600139697,park
Fell Reserve (2),-37.70323668509113,145.09646056753402,park
Greensborough War Memorial Park,-37.70601366324238,145.0985391731467,active_sport
Kalparrin Gardens,-37.698264599117145,145.09812212542514,nature
Redmond Court Wetlands Reserve,-37.69344262395429,145.0680606183232,wetland
Arthur Streeton Reserve,-37.728892431564205,145.09340896946915,nature
Pioneer Reserve,-37.700478941873655,145.10856703548384,nature
Mogg Court Reserve,-37.68832220856771,145.0700247646674,park
Sherbourne Road Reserve,-37.713825539129395,145.1337672123145,park
Cascades View Reserve (North),-37.72000900234279,145.0982870533631,park
Cascades View Reserve (South),-37.72115714183011,145.09760944468286,park
Rosehill Road Reserve,-37.73678269178781,145.1211784664337,park
Maleela Reserve,-37.73814578276135,145.0780505308077,park
Park - Banyule,-37.71192016566842,145.11938280576868,park
Lantana Close Reserve,-37.69720832386466,145.12245232892616,park
Greenhill Road Reserve,-37.69786818229955,145.11621780439975,park
Greenhill Road Walkway Reserve,-37.69256366069299,145.1170628376953,park
Tyrone Court Reserve,-37.68621531544113,145.13612244298236,park
Banksia Island Reserve,-37.75651274325211,145.0547152218322,park
College Views Reserve,-37.692601295440184,145.07420790215954,nature
Plenty River,-37.70598276312701,145.11165511002892,nature
Apollo Parkways Reserve (2),-37.693613592847775,145.10392788078323,trail
Paraweena Court Reserve,-37.69174690579799,145.120690662445,park
Rand Street Reserve,-37.70521632608974,145.11004162679447,nature
Partingtons Flat Reserve,-37.695777211432734,145.10512309691163,trail
Walking Trail - Banyule (2),-37.6997500877285,145.0902432954,trail
Walking Trail - Banyule (3),-37.7079698057664,145.07946878958657,trail
Walking Trail - Banyule (4),-37.706701830638096,145.07765875702358,trail
Walking Trail - Banyule (5),-37.70627669185053,145.07621177420978,trail
Wungan Street Reserve,-37.72054250917612,145.07107673859284,trail
Willinda Park,-37.71136496743749,145.1084564871437,trail
Barongarook Reserve,-37.72431685838506,145.1084756595188,nature
Stornoway Glen Reserve,-37.73175162211244,145.10396303657268,nature
Leslie Court River Reserve,-37.722759181711695,145.11054023368035,nature
Elder Street River ReserveL,-37.71689797440152,145.10811078046314,nature
Plenty River Reserve (Simms Road),-37.71139980342961,145.11196838922393,nature
Plenty River Reserve (George Court),-37.710215769821396,145.11160698418624,nature
Piccadilly Close Reserve,-37.712586658574615,145.10723091842073,nature
Alex/Elder Walkway Reserve,-37.71801522456361,145.10561889774633,trail
Motts Paddock,-37.72038264179196,145.11193708296602,park
Longacres Road Reserve,-37.72999504399279,145.08921778554304,trail
Somerleigh Crescent Reserve,-37.69727330415623,145.11061239106945,park
Pindari Reserve,-37.6894890396231,145.1199954484237,park
Woodlands Park (2),-37.70406149281887,145.12323562646333,park
Covala Court Reserve,-37.69289156136891,145.1303792600964,trail
Glen Katherine Drive Reserve,-37.69288524800676,145.13137461175924,park
Paulette Close Reserve,-37.695525471045684,145.12802504237393,park
Paulette/Tamboon Walkway Reserve,-37.69610751482893,145.1287058767239,trail
Rise Reserve,-37.6959037373802,145.13246509031202,park
Burns Court Reserve,-37.69485535202461,145.13992068238773,trail
Glendale Reserve,-37.69814000292801,145.13754228681017,park
St Clems Reserve,-37.69469342689678,145.1374421845227,park
Settlers Park (Weidlich to St Clems),-37.69655951251519,145.13556541683954,park
Weidlich Road Reserve,-37.69967048048279,145.1314457736474,park
Keswick Glen Reserve,-37.69609308278631,145.11449501533593,park
Larool Avenue Reserve,-37.687371403791985,145.13066051790233,park
Tathra Reserve,-37.68812614403389,145.11932534526838,park
Settlers Park (Glen Katherine to St Helena),-37.69141906819151,145.13309882066906,park
Macdhui Reserve (South),-37.690930414070294,145.1354482586372,park
St Helena Bush Reserve,-37.69262470580747,145.13870160707677,nature
Dalvida Reserve,-37.696646021475,145.13802753757312,park
Settlers Park (St Clems to Glen Katherine),-37.69383009578689,145.13523852663295,park
Dilkara Avenue Reserve,-37.7040463760008,145.0680120506624,park
Dendaryl Reserve,-37.70071781258273,145.07868870506442,park
Gillingham Reserve,-37.69239585134536,145.08965228625001,park
Rattray Reserve,-37.71891050971896,145.127315188947,park
Kirwana Bush Reserve,-37.72394329222761,145.1325360091733,nature
Dowle Street Reserve,-37.72276818333776,145.0768967577306,park
Viewbank Reserve,-37.740893080817656,145.09326614678181,active_sport
Grand Boulevard Reserve,-37.721109815870115,145.13513736651038,park
Belmont Reserve,-37.71995709396405,145.13211601732405,park
Kirwana Play Reserve,-37.72656133125719,145.13329083282437,park
Park - Banyule (2),-37.72767030303533,145.1275325354411,park
Adam Crescent Reserve,-37.71740218264829,145.1337187364452,nature
Olympic Avenue Reserve,-37.72302242481747,145.1301026669526,park
West Mayling Reserve,-37.71551703541305,145.08371159379138,park
Elder Street Reserve,-37.71538359101283,145.09122689857367,active_sport
Watsonia Road Reserve,-37.71108734011313,145.08292970040316,park
Delta Reserve,-37.71265962964317,145.0937939952685,park
Gladman Street Reserve,-37.71788837693993,145.10134422766515,park
Grace Park (2),-37.7115730750245,145.1026065752975,park
De Blonay Reserve,-37.710655517714166,145.10420209668908,park
McKenzie Court Reserve,-37.71425078744955,145.1027780572396,park
Alex Court Reserve,-37.71906008393608,145.10552021835264,park
Dunvegan Parklands,-37.71668947522347,145.07019629758906,park
Winsor Reserve,-37.718092733442084,145.0799045789085,active_sport
Jennifer Court Reserve,-37.71950543713843,145.08974746449098,park
Clovelly Park,-37.731151996459744,145.09236104220423,park
Central Park (3),-37.71593127309001,145.10505444672262,active_sport
Nature Reserve - Banyule (2),-37.689395880780864,145.08031589758042,nature
Banfield Terrace Reserve,-37.694724385384355,145.0946297132527,park
Macorna Street Walkway Reserve,-37.69095549430046,145.0861592766231,trail
Selwood Court Reserve,-37.68989936260682,145.07774733303137,trail
Bodkin Avenue Reserve,-37.692972866774554,145.07761544830166,park
Brandon Crescent Reserve,-37.68912348834914,145.07724906786555,trail
Ambrose Treacy Drive Pipetrack Reserve,-37.6897036239644,145.07134101986009,nature
Nolan Close Reserve,-37.694264165908045,145.07756358623763,trail
Redmond/Bowler Walkway Reserve,-37.69284031599779,145.06690633593402,trail
Molloy Court Reserve,-37.69233009304136,145.06814867589185,trail
Ambrose Treacy Drive Reserve,-37.68963619770736,145.06934491923343,trail
Silver Wattle Street Reserve,-37.727114266641124,145.09475019996242,park
Lawson Court Reserve,-37.69606793435104,145.0883382879336,park
Sackville/Orr Walkway Reserve,-37.72731981748493,145.12642760112223,trail
Scenic Rise Plantation Reserve (West),-37.686884375793824,145.14130374407392,park
Cressy/Sackville Walkway,-37.729539972556886,145.1326366286276,trail
Reichelt/Sackville Walkway (West),-37.7274555955257,145.12946231824512,trail
Reichelt/Sackville Walkway (East),-37.727625251983206,145.13045163458617,trail
"Flood Plains, Improvement - Salt Creek",-37.750638806870995,145.06941748364096,nature
Glenard Drive Reserve,-37.76149383072659,145.06967223152728,nature
Burke Road North Reserve (2),-37.77883423501227,145.05688360904279,nature
Kitchener Reserve,-37.768852746049056,145.04458364623548,park
Outlook Drive Reserve,-37.76945576229214,145.0629000438266,park
Brooke Street Reserve,-37.768239517205004,145.06041038802084,park
Darebin Creek Reserve (Mandall),-37.770363065122446,145.03346665666365,trail
Darebin Creek Reserve (McDonald),-37.7701849955594,145.03463046052477,trail
Donaldsons Reserve (Beatty to Valentine),-37.76039075848718,145.03982185159344,trail
Sylvan Play Park,-37.72196385033452,145.12194260899062,park
River Gum Walk,-37.74615805748984,145.08062631629497,nature
Cheverton Valley Park,-37.72621143211732,145.1178264187901,park
Palamino Court Reserve,-37.74291378905721,145.11883243864364,park
Vin Heffernan Reserve,-37.7363867347769,145.09326755248662,park
Park - Banyule (3),-37.73189805185747,145.08266602488874,park
Park - Banyule (4),-37.73194622933869,145.08309273377805,park
Walking Trail - Banyule (6),-37.72525628526506,145.1339543767845,trail
Harry Pottage Memorial Reserve,-37.72254582411283,145.0674760534019,park
Hartlands Road Reserve,-37.772401640864956,145.06211038328945,park
Park - Banyule (5),-37.697571648695074,145.08570202859318,park
Malcolm Blair Reserve,-37.70146150706729,145.12601879592816,active_sport
Ovata Close Reserve,-37.71960867591052,145.10239365890428,park
Walking Trail - Banyule (7),-37.70917082142783,145.08115215796693,trail
Henry Street Reserve,-37.71035696516284,145.1009521068642,park
Harborne Street Reserve,-37.71899175848261,145.0924768726984,park
Marigolds Road Reserve,-37.72911003344693,145.08332048112524,nature
Longacres/Smike Walkway Reserve,-37.729844142399145,145.0873321310884,trail
Red Gum Reserve,-37.72914918634721,145.09135241296272,nature
Ryans Road Plantation Reserve (South of St Clems),-37.69620921378424,145.14118930785676,park
Ungara Close Walkway,-37.68875057763445,145.14162829627304,trail
Erinne Court Reserve,-37.68607363964937,145.1394012704119,trail
Halsbury Court Walkway,-37.68622893124777,145.14037919147864,trail
Nimary Court Plantation Reserve (West),-37.68639659930491,145.13739618474173,park
Milne Place Drainage Reserve,-37.68775036607774,145.1364748273952,trail
Nimary Court Plantation Reserve (East),-37.686468184538086,145.1379613260377,park
Aqueduct Road Plantation Reserve (South of Erinne),-37.68509021654015,145.13708063666536,park
Simonelli Reserve,-37.68915264425585,145.1330935688448,park
Bannerman Avenue Reserve,-37.704117882555046,145.11063898774867,nature
Avandina Crescent Reserve,-37.69108219065578,145.1115324945494,trail
Midway/Morobe Walkway,-37.74021151712438,145.0401767526389,trail
Walking Trail - Banyule (8),-37.75499228988487,145.05749472915653,trail
Studley/Sherwood Walkway,-37.76351799935428,145.05251870304954,trail
"Flood Plains, Improvement - Salt Creek surplus",-37.74752848453557,145.06947759473385,nature
Creek Bend Reserve,-37.739426535031754,145.0802965335647,trail
Milford Reserve,-37.73946400558367,145.0724964361042,park
Sherlowe Crescent Reserve,-37.73177145897993,145.09871686054356,nature
Rockbeare Park,-37.77412179444002,145.03573692070484,nature
Green Street Reserve,-37.765396649325645,145.03907797626022,trail
Donaldsons Reserve (Beatty to Valentine) (2),-37.76094643517395,145.03887721818316,park
Macleod Park,-37.72915983106236,145.06954590532604,active_sport
Petrie Park,-37.717209331659184,145.12574116138344,active_sport
Service Reserve (2),-37.754113726150976,145.0614985135365,nature
Sweetwater Creek Reserve,-37.71161351193389,145.10721546719392,nature
Warralong Avenue Reserve,-37.718748066448725,145.09830975497903,park
Briar Hill Hall Reserve,-37.70752834391586,145.11854083907997,park
Grand/Belmont Walkway Reserve,-37.72114709683916,145.132826141816,trail
Old Lower Plenty Road Reserve,-37.73046955322593,145.10628685572968,nature
Reichelt/Mitchell Reserve,-37.72494190082236,145.12990252100047,park
Foley Reserve,-37.75557764665778,145.0623932732019,park
Station Road Reserve (2),-37.74429251498439,145.06829837073101,trail
Lantana Close Reserve (2),-37.69700475826017,145.12202580628718,trail
Albion/Kiandra Walkway Reserve,-37.694658436367206,145.12247413607673,trail
River Gum Walk (2),-37.74620868822318,145.08016516856284,trail
Borlase Reserve,-37.73246626267201,145.07984414912718,trail
Darebin Creek Reserve (Banksia to Bond),-37.758814489678485,145.03021609400642,nature
Binnak Park (2),-37.69495097826111,145.08346530085186,trail
Castlereagh Place Reserve,-37.70199279876507,145.0773886090193,trail
Park - Banyule (6),-37.69770799072447,145.0856783629686,park
City Of Heidelberg Bowling Club,-37.754978384244275,145.06179284954,active_sport
Streamline Reserve,-37.72593783471974,145.10040343997827,park
Plenty River Reserve (Nell to Para),-37.711037512956636,145.11015203026076,active_sport
Cleveland Wetland Reserve,-37.73654586892699,145.10816506428964,wetland
Gabonia Avenue Reserve,-37.714426989919765,145.08729104083878,active_sport
Glenauburn Park,-37.72487099096569,145.10887790186436,nature
Macdhui Reserve (North),-37.69001062609847,145.1346216209843,park
Yando Street River Reserve,-37.702911310441685,145.0602000691121,park
Binnak Park (3),-37.69480860852886,145.08060066241822,park
"Aqueduct, Maroondah",-37.689645032150885,145.0745085209,nature
Howe Court Reserve,-37.69351887052468,145.07141444778904,trail
Ryans Road Plantation Reserve (North of Calendonia),-37.68836424459147,145.142235829728,trail
St Helena Bush Reserve (2),-37.6918846523924,145.1391951974009,trail
Nature Reserve - Banyule (3),-37.738476277082185,145.10601928436125,nature
Kirwana Play Reserve (2),-37.72654104638848,145.13292882113996,trail
Olympic Avenue Reserve (2),-37.7234700154027,145.1302314917064,trail
Yarra Flats,-37.77518432628334,145.07006988138778,nature
Warringal Place Remembrance Park,-37.757681080726485,145.05646410122156,park
Darebin Creek Land,-37.77870392784164,145.03489748510768,nature
Darebin Creek Reserve (Livingstone to Edward),-37.76739524898123,145.0317158652111,nature
Apollo Parkways Reserve (3),-37.6944229342034,145.10599869114574,nature
Plenty River Reserve (Bicton Street West Side),-37.701599833405524,145.1081190179911,nature
Partingtons Flat Reserve (2),-37.697601395148126,145.1036135489875,park
Rosanna Bowling Club,-37.745576223581516,145.06798722402542,active_sport
The Boulevard Reserve,-37.772546737240674,145.04963742278332,park
Darebin Creek Reserve (Wimpole to Bell),-37.75241646995174,145.03234054568236,nature
Yando Street River Reserve (2),-37.69652989187023,145.099181595967,nature
Gresswell Forest (part b) Nature Conservation Reserve,-37.70921937382026,145.06427699417276,nature
Montmorency Park,-37.71720623517798,145.1127015430202,active_sport
Kalparrin Gardens (2),-37.699709355146865,145.101811496009,active_sport
Poulter Reserve,-37.704185601841765,145.1097229211427,active_sport
The Glade Reserve,-37.73264072505186,145.10120140013515,park
Yulong Reserve (2),-37.69669027977998,145.06460755734273,park
Malcolm Blair Reserve (2),-37.7038352364014,145.1272369200969,nature
Montmorency Park (2),-37.71804520684545,145.11315281625204,park
Watsonia Drain Reserve,-37.73107313726337,145.10325319089358,nature
Ryans Road Plantation Reserve (South of Calendonia),-37.69058943183043,145.14142186565806,trail
Jasmine Court Reserve,-37.691497800141406,145.14116215547082,nature
Banyule Flats,-37.74802921789757,145.0883524400024,active_sport
Plenty River Reserve (Bicton Street East Side),-37.705931026836325,145.11224317073209,nature
Elder Street River Reserve,-37.71635716230758,145.11136333265426,nature
Yarra Valley Parklands (COM) Parklands,-37.75634138429199,145.0738052295034,park
Plenty River Reserve (Main Street West),-37.70105350141437,145.10680019206902,nature
Simms Road Reserve,-37.713705202580755,145.11211093639773,nature
"Retarding Basins, Briar Hill",-37.70308984730437,145.12715923651862,nature
Warringal Parklands (2),-37.753596753333234,145.0795129056788,active_sport
Brixton Avenue Reserve,-37.69733715335705,145.13657354222065,trail
Nature Reserve - Banyule (4),-37.70579228781626,145.1104423882113,nature
Plenty River Reserve (Nell to Para) (2),-37.71017388987503,145.1106889712722,nature
Wendover Place Reserve,-37.71779450045454,145.09308247995546,active_sport
Pedersen Way Reserve,-37.72181860236533,145.13547016488874,nature
Park - Banyule (7),-37.69758415106149,145.0853037987098,park
Yallambie Park (2),-37.725381373587496,145.10735485735788,nature
Walking Trail - Banyule (9),-37.75546146330544,145.06126926601974,trail
Olympic Park (2),-37.73425386878696,145.03893442055218,nature
Plenty River Drive Reserve,-37.69712313390365,145.10064527051327,nature
Creekbend Reserve,-37.73982100573984,145.0805273992259,nature
Walking Trail - Banyule (10),-37.732342480764096,145.07934567131062,trail
Yarra River Frontage - Banyule,-37.78050753766564,145.06081336991508,nature
Simms Road Reserve (2),-37.71244153244225,145.1100017557506,active_sport
"Flood Plains, Plenty River",-37.72284616712666,145.10830658359737,nature
Main Road River Reserve,-37.72950212403808,145.1075453380103,nature
Active Sport Facility - Banyule,-37.75562768287213,145.0766081538716,active_sport
Greensborough Park,-37.69888149155504,145.1069876168989,trail
Glenauburn Park (2),-37.72688188352854,145.1080905086604,park
PART YARRA VALLEY PARKLANDS,-37.75420126303216,145.11251992537217,nature
Motts Paddock (2),-37.72101317151192,145.11149508757842,nature
Darebin Creek Reserve (Dougharty to Municipal Boundary),-37.73026163454585,145.03992430622378,nature
Harry Pottage Reserve,-37.7235859538841,145.0678237769827,park
Heidelberg Park,-37.75444447152506,145.0723162978664,active_sport
"Drains, Yando Street",-37.69805974338173,145.09643670747266,nature
Greensborough Park (2),-37.70001885555911,145.10593562943546,active_sport
Plenty River Bicycle Trail Reserve,-37.73230886889197,145.10534170006866,nature
Preston City Oval,-37.74125377239493,145.00112953335469,active_sport
G.H. Mott Reserve,-37.744537518959426,145.00984302023548,park
H. Swain Reserve,-37.74924872425778,144.9870281044205,park
Newman Reserve,-37.74868925340857,144.99560950591288,park
Adams Reserve (2),-37.75040939277775,145.00519956617836,park
Walsh Reserve,-37.749316921751806,145.0176760533897,trail
Link Reserve (2),-37.713944409477065,145.03507939879802,park
Breavington Reserve,-37.77408046636385,145.02212270698791,park
McAdam Reserve,-37.78147262484785,145.01270841985811,park
Susan Walsh Resrve,-37.767884867610405,145.0182415030623,park
Baden Morgan Reserve,-37.777377325577,144.99839263298892,park
Peters Reserve,-37.77539817590475,144.99396852152825,park
Allan Bird Reserve,-37.761848735707105,144.9922608540896,park
Turner Reserve,-37.7560078775857,144.98828376580803,trail
Henderson Park,-37.754049497302034,144.9969575504121,park
Edgars Creek Corridor (Henty St/Jenkins St),-37.7176575567609,144.98725776784775,nature
Andrew Boyd Reserve,-37.76252750156391,145.01915540590528,park
Roberts Reserve,-37.7560671965004,145.00331683324134,trail
Olver Reserve,-37.75702366761533,145.00312813729536,trail
Jones Reserve,-37.75774116743663,145.00231484151644,trail
Harry Reserve,-37.758506435404925,145.00195675187103,trail
Clyde Jones Reserve,-37.760548019679256,145.01214111440342,park
T.W. Blake Park,-37.741573388622484,145.0250091608296,active_sport
McComas Reserve,-37.72851864203141,145.02358726833378,park
Nisbett Reserve,-37.72770580350491,145.02922826395462,park
"Large Main, Preston - Reservoir to Merri Creek",-37.78009024123361,144.99238228014877,trail
Allan Reserve - Linkage,-37.71825482032354,144.98740043163772,nature
Vale Reserve,-37.72705169116922,144.98834814748207,trail
Union Reserve,-37.72870442141882,144.98715258461942,trail
Edgars Creek Corridor (HentySt/Jenkins St),-37.71880963680089,144.98772941190845,park
"Flood Plains, improvement - Edgars Creek - Darebin",-37.71660089735683,144.98970190767216,nature
Bundoora Park,-37.700567276121824,145.0488010858408,park
Walking Trail - Darebin,-37.7244447293226,145.01134825047916,trail
Paywitt Reserve,-37.733643847205336,144.995366112544,trail
McGregor Street Reserve,-37.77024724069331,145.02076177912792,park
Red Gum Reserve (2),-37.71776018622533,145.06263837138275,park
Storey Reserve,-37.72382608691213,145.01123582555323,park
Railway Easement (Murray St to Regent St),-37.73181318579882,145.0022291428926,trail
Town Hall Reserve,-37.74021569989849,145.00592559386158,park
Springthorpe Village Common,-37.72115446261248,145.059753081316,active_sport
Larundel Grasslands Reserve,-37.70966612139357,145.05314023084318,park
Parkhaven Estate Reserve,-37.71461704878535,145.02863113608768,trail
Darebin Creek Corridor (Near Autumndale Av),-37.72321516041242,145.03351268630794,trail
Horton Reserve,-37.723146532588316,144.98641665633104,park
Tracey Reserve,-37.70081859754757,144.99481013012783,park
Park - Darebin,-37.70502878255749,145.0504257669876,park
Gondella Reserve,-37.71106701678936,145.05197236304798,park
Streetscape,-37.71574832792314,145.06826006582511,park
Habitat Link,-37.713652322131765,145.06859519428465,trail
Penders Park,-37.75460836949954,145.00730221587216,park
Hayes Park,-37.75709451399247,145.0179509443662,active_sport
Batman Park,-37.76807207363183,144.99273757304258,park
Rubie Thomson Reserve,-37.771768975914945,145.01540536346175,park
Pitcher Park,-37.77372744912649,145.02856948333323,active_sport
"Drains, Merrilands (Preston)",-37.704695059585596,145.01507163314287,trail
Allan Sheppard Reserve,-37.75847441835513,145.00773002235093,park
G.E. Robinson Park,-37.72493352039636,145.00543520917566,active_sport
Broomfield Reserve,-37.782526614154364,145.0205857482052,park
Doug Hannan Reserve,-37.69328311621664,144.98099087471047,park
Johnson Park,-37.77617359283433,145.00948130242062,park
L.E. Cotchin Reserve,-37.697318468052664,144.98899946869884,active_sport
J.C. Donath Reserve West,-37.699649315563114,145.01334989344488,active_sport
Leslie Reserve,-37.70743894123816,145.02839501349507,park
Frank A.A. Dunstan Reserve,-37.70396321177067,145.01758770229523,park
Fyfe Reserve,-37.70622359044602,145.0116882316115,park
Crispe Park,-37.721946021350675,144.99755874279552,active_sport
Shand Reserve,-37.72186422749884,145.01994810453394,park
J.S. Grey Reserve,-37.73002039424765,144.99254263665355,park
Gresswell-Cherry Reserve Habitat Link,-37.7160842987666,145.06530794294522,trail
Darebin Creek Corridor (Darebin Rd/Abbot St),-37.770044933068014,145.03175357727326,active_sport
Darebin Parklands,-37.770695916175804,145.0322710473422,active_sport
Central Creek Grasslands,-37.69527277920796,144.98221919516442,nature
D.R. Atkinson Reserve,-37.702746607982306,145.02661638515048,park
Howard Mendip Reserve,-37.719649088696364,145.01680358054594,park
Hillcroft Reserve,-37.71963550684833,144.98926964164855,park
J.E. Moore Park,-37.71685790168749,144.9939719176426,active_sport
F.G. Pike Reserve,-37.7279810099483,145.0085116779855,park
L.W. Williams Reserve,-37.73158248892072,144.99951239410402,park
Walter Reserve,-37.73420353591028,145.00687637018507,park
A.G. Davis Park,-37.73456022862895,145.0112701402726,park
W.R. Ruthven V.C. Reserve,-37.73345448948799,145.02352232719676,active_sport
Progress Park,-37.72869418380247,145.0304803955622,park
W.K. Larkins Reserve,-37.73132108458831,144.9898103749021,park
Foch Reserve,-37.72859628082529,145.01146218192915,park
Ludeman Reserve,-37.69847308235071,144.99896475907516,trail
Whitby Reserve,-37.708730229121976,145.00299253053342,trail
T.W. Andrews - Link Arch Gibson Reserve,-37.715698896184605,145.02060946968123,trail
John Cain Memorial Park D.I.S.C.,-37.76399173853539,145.02438299319692,active_sport
All Nations Park,-37.76811308814973,145.00478103796104,park
McDonell Reserve,-37.76932484446454,145.0142867177204,active_sport
T.A. Cochrane Reserve,-37.7486239419283,145.00858144132536,active_sport
Lahinch Reserve,-37.745112869694935,145.0176550352915,park
St. Georges Road Reserve,-37.74693618244681,144.9977448688867,park
Northcote Public Golf Course,-37.75889660225491,144.98650766217818,active_sport
Greenbelt Reserve,-37.7341910888909,145.03327571997278,park
Walking Trail - Darebin (2),-37.733987547072076,145.00043031702376,trail
Walking Trail - Darebin (3),-37.70867229699939,145.0037377470437,trail
Broadhurst to McFadzean Reserve,-37.709658738916524,145.0005207130698,trail
"Flood Plains, improvement - Edgars Creek - Darebin (2)",-37.700924875091175,144.99233753786447,trail
High St to Lemington Wetlands Reserve,-37.7061690915899,145.007125364386,wetland
Wilson Boulevard Park,-37.697965263977636,144.99581073598017,park
Summerhill Rise Reserve,-37.708641480338756,145.05341345849348,park
B T Conner Reserve,-37.7053012623117,144.98179120753477,active_sport
Park - Darebin (2),-37.69815696316799,145.02638551691567,park
Sugargum Drive Park,-37.70169370752874,145.0490711761669,trail
Walking Trail - Darebin (4),-37.703952306267745,145.0531688070272,trail
Park - Darebin (3),-37.7055099789094,145.0535374857105,park
Warramunga Reserve,-37.69972369573055,145.05331905674996,nature
Walking Trail - Darebin (5),-37.71210308986593,145.0680703106809,trail
Lelean Reserve,-37.710584956389496,145.0526073930272,nature
Lancaster Gate Oval,-37.712750646488296,145.05001423717695,active_sport
Lancaster Gate Reserve,-37.71443028836963,145.0538786494576,park
Springthorpe Village Common (2),-37.72236110506955,145.06104942851357,park
Park - Darebin (4),-37.723009253978965,145.06191398382157,park
The Village Square,-37.72176403093319,145.06171885471446,park
Cherry St Reserve,-37.718485726403436,145.06471091544603,trail
Cascade Walk,-37.71546819111737,145.0628921510437,trail
Asling Reserve,-37.73640007146708,144.99696693890658,park
A.H. Capp Reserve,-37.750029340526545,144.98216260836546,active_sport
W.H. Robinson Reserve,-37.747927795758734,144.98178922762648,active_sport
Bracken Reserve,-37.75431312861177,144.98905826469388,trail
Walking Trail - Darebin (6),-37.75674514863388,144.98760745823336,trail
Walking Trail - Darebin (7),-37.757217801322525,144.9875184543212,trail
Northcote Civic Square,-37.77485027587794,144.9975060029026,trail
Caddayes Corner,-37.7763377730212,144.99294839631577,trail
Darebin Creek Corridor (Bell St/Dundas St),-37.75045222598091,145.03166041921065,nature
Ngarri-Djarrang,-37.693886717039724,144.97516891903913,nature
Central Creek Grasslands (2),-37.69594791887744,144.98464670128283,trail
Walking Trail - Darebin (8),-37.69285833161575,144.98507521769966,trail
Park - Darebin (5),-37.691392030277925,144.9716999504413,park
Merri Creek Corridor (Broadhurst St/Lakside Sec College),-37.7103416025214,144.97813999118782,trail
John Hall Reserve,-37.71259709996198,145.02660423183747,active_sport
Nature Reserve - Darebin,-37.74502864746301,145.03286768055307,nature
Merri Creek Corridor,-37.76617176260402,144.98532061031062,nature
Pearl Reserve,-37.76032652073999,144.99590057349567,park
Merri Park,-37.77312867145762,144.98769978076044,active_sport
Darebin Trail - Bike & Pedestrian Path,-37.75708849332213,145.0293782900236,nature
Cherry Street Grasslands Reserve,-37.72287096506664,145.06534839308495,nature
Wright Street Reserve,-37.71994786585999,144.99984370741248,active_sport
Cascade Link,-37.71526094828039,145.06028807757298,trail
Nature Reserve - Darebin (2),-37.72934181009298,145.05776890907543,nature
Walking Trail - Darebin (9),-37.78158886263925,145.0191387855234,trail
Walking Trail - Darebin (10),-37.77714212637866,145.02482847433046,trail
Park - Darebin (6),-37.73753244719919,145.01898591578168,park
Central Creek Corridor,-37.69995411892164,144.98330415238317,nature
Merrilands Community Centre Gardens,-37.698075615285276,145.0085266218694,park
Gellibrand Cresent Reserve,-37.70406235879102,145.0089192247082,park
J.C. Donath Reserve East,-37.699240014352476,145.01824416751157,park
Cheddar Road Reserve,-37.712292664804515,145.01057617651995,trail
I.W. Dole Reserve,-37.701303328973054,145.02133785655332,active_sport
Darebin Creek Corridor (Darebin Rd/Abbot St) (2),-37.76754336682643,145.03135194712334,nature
Bundoora Park (2),-37.69840765603689,145.03921917011817,nature
Merri Creek Corridor (Hamerlsey Ct/Central Creek),-37.701876248064025,144.98354461160318,nature
Merri Creek Reserve,-37.77666022774778,144.98898392048105,nature
Judith Scott Memorial Park,-37.71940562978574,145.03162936481138,nature
Arch Gibson Reserve,-37.715339756680855,145.0236965127917,active_sport
